id,word,words,letter,pos_en,pos_ms,morph,definition_en,definition_ms,example_semai,example_en,example_ms
g6d4396e5-df73-405c-88f5-89f08c437c3e,arag,arag,a,,kata sifat,,taking too much time; procrastinating; lazy,berlengah-lengah,"Wak Shima bidek ya iapak medei kibearag, iapak kihod aderas kaha-et nu pekan medei kisengoh doh ikedei tutop.","Wak Shima was left by her father because she was taking too much time (to get ready), her father wanted to go to town immediately because he was worried that the shops in the town would be closed.","Wak Shima ditinggalkan oleh bapanya kerana dia berlengah-lengah, bapanya mahu segera ke pekan kerana risau kedai-kedai di pekan tersebut akan ditutup."
g094d87a9-bad9-4f94-bb61-e9a5250be322,arah,arah,a,,kata nama,,direction,arah; hala yang dituju,,,
g362f703a-c95c-4dc1-bf8f-8371cdc682f7,aral,aral,a,,kata nama,,difficulty; obstruction; hindrance,rintangan; halangan; kesukaran; sesuatu yang menghalang,"""Amen pek mong iaral, eng doh nget nu deg hek,"" Wak Nani kiurok nu Wak Mila ku kateh talipon.","""If there are no difficulties, I will go to your house,"" Wak Nani said to Wak Mila via phone.","""Kalau tiada sebarang halangan, saya akan ke rumah kamu,"" Wak Nani berkata kepada Wak Mila menerusi telefon."
ge275650a-df7d-4a38-9c68-c61389fe262f,arap,arap,a,,kata nama,,stuff; things,barang; benda; alat; sesuatu benda; segala seperti perkakas sebagai pakaian dll.,"Ihat semak bilek Wak Lina, iarap bejuheg majeh-manen.","Wak Lina's room was very cluttered, her things scattered every where.","Bilik Wak Lina sangat semak, barang-barangnya bersepah di sana-sini."
g9802b803-ba96-45a4-9df4-54d4c86a75e6,areh,areh,a,,kata keterangan,,down,bawah,"""Et nyong ya hek yoj de yog areh ku kerop deg,"" Wak Mawar kiurok nu ikenon.","""Go and get the machete that fell down under the house,"" Wak Mawar said to his son.","""Pergi ambil parang yang jatuh ke bawah rumah,"" Wak Mawar berkata kepada anaknya."
g928e7ab1-fb5f-4b7b-b99a-4eeceb251114,arei,arei,a,,kata keterangan,,down there,bawah sana,"""Nu belok menang hek kiet?"" Wak Bibah kitanya nu ikenon sulog mase naitingroj. ""Arei elei,"" ikenon sulog ajeh kiberlag.","""Where is you brother?"" Wak Bibah asked her eldest child. ""He is down there,"" her eldest son replied.","""Ke mana adik kamu pergi?"" Wak Bibah bertanya kepada anak sulungnya. ""Dia di bawah sana,"" anak sulung tersebut menjawab."
g9b7e8355-5c59-4ae0-a2f9-3fbe1638c40f,arik,arik,a,,kata nama,,day,hari; suatu tempoh masa dari matahari terbit hingga matahari terbit sekali lagi; masa 24 jam,,,
g44191d1e-944d-4ff9-bc4f-da60e215ea14,arnab,arnab,a,,kata nama,,rabbit,arnab; sejenis binatang yang mempunyai telinga panjang dan biasanya tinggal di dalam lubang tanah,Wak Cika mong kibela lima ikor arnab ku ipadeg.,Wak Cika is raising five rabbits at her house.,Wak Cika ada memelihara lima ekor arnab di rumahnya.
gb0c5440a-cb18-42fe-aaa0-4e5b4c4e07ef,arok,arok,a,,kata seru,,a person's reaction to a sound that he or she is familiar with,itu; itulah; reaksi seseorang terhadap bunyi yang dikenalinya,"""Arok apak ya kijog!"" engrok Bah Caca nu imenang sambel kijar ju ibilek nu luar deg bile kicengai engrok kerite de kikenal.","""That is father, he has just returned home!"" Bah Caca said to his brother as he ran from the room to the outside of the house when he heard the sound of a car that he recognised.","""Itu bapa sudah pulang!"" Bah Caca berkata kepada adiknya sambil berlari dari biliknya ke luar rumah apabila mendengar bunyi kereta yang dikenalinya."
g02ac27dd-24ba-478c-ac15-853ec9517500,arol,arol,a,,kata nama,,"stream, small river",anak sungai,"""Ku kampug eng mong nanek tempat imuh 'Arol Sot' medei iteu ya sot,"" Wak Jaja kipasal nu ikekawat.","""At my village there is a place called 'Arol Soot' ('Dry Stream') because the stream there has dried up,"" Wak Jaja told her friends.","""Di kampung saya terdapat satu tempat yang bernama 'Arol Sot' kerana anak sungai tersebut telah kering"" Wak Jaja memberitahu kepada rakan-rakannya."
g2f81134c-f53e-44b7-a102-9e97639ddba1,as,as / 1,a,,kata sifat,,swollen,bengkak; bahagian pada kulit yang membesar dan menyembul akibat penyakit dsb,Bah Buli as ikui medei bisej ya senej.,Bah Buli's head is swollen because he was stung by a wasp.,Kepala Bah buli membengkak kerana disengat oleh penyengat.
gecd7c1d6-251e-4ed0-a498-b6456c9bf113,as,as / 2,a,,kata kerja,,to be shy,malu,"""Eng ngas amen jeoi mai ku deg hek, eng nghol laen kali ye?"" Bah Lan kiurok nu Bah Kamil.","""I will feel shy if there are many people at your house, I will come another time, okay?"" Bah Lan said to Bah Kamil.","""Saya malu jika terdapat ramai orang di rumah kamu, saya akan datang lain kali, ya?"" Bah Lan berkata kepaa Bah Kamil."
gc077dfac-791b-447d-b523-668efff098bd,asa,asa,a,,kata hubung,,when,ketika; semasa,"""Asa kitanyak doh, haurok pek hapanei eng nu belok, ye?,"" Wak Siti kiajar imenang harok hod berlag tenanyak ikawat keral.","""When he asks you, just say that you don't know where I went, okay?"" Wak Siti was teaching her sister the way to answer her boyfriend's question.","""Apabila dia tanya nanti, kamu cakap kamu tidak tahu saya pergi ke mana, ya?"" Wak Siti mengajar adiknya cara untuk menjawab pertanyaan teman lelakinya."
gbc4d035c-7c2e-4ae5-b7ec-de76a5d39e36,asap,asap / 1,a,,kata nama,,sour; any kind of food or drink that has a sour taste; pickled or fermented fruit that has a sour taste,asam; segala jenis makanan atau minuman yang mempunyai rasa masam; buahan yang dijeruk dan mempunyai rasa masam,"Wak Maria kigemar cak asap mangge, lagi-lagi amen kicak ru kicap. Kihalei pen buleh kiperdij memerip kebek.","Wak Maria likes to eat sour mango, especially if she eats it with soy sauce. She can finish several mangoes all by herself.","Wak Maria suka memakan asam mangga, lagi-lagi jika memakannya dengan kicap. Dia boleh menghabiskan berberapa biji secara sendirian."
gf795d6df-6b39-47f5-9133-84aad9615e86,asap,asap / 2,a,,kata nama,,smoke,asap; sejenis gas yang keluar dari benda yang terbakar,,,
g43354d2f-8852-4704-8bec-78c596b353eb,,,a,,,,,,,,
g4d6deb9a-8edb-4046-a9d8-170c7a22c2f8,asap sengrok,asap sengrok,a,,kata nama,,gelugur fruit,asam keping; asam gelugur; sejenis buah sebagai salah satu ramuan masakan,"Asap sengrok adeh ihad keer ru ilei selalo biguna mase menasak kak, lagi-lagi ku kak de hanyir dea kurang ingoi hanyir ajeh.","The gelugur fruit is very sour and often used as a cooking ingredient, especially for cooking a fetid fish so that the fishy smell is reduced.","Asam gelugur adalah sangat masam dan ianya selalunya digunakan sebagai ramuan masakan, lagi-lagi jika memasak ikan yang hanyir supaya bau hanyir tersebut berkurangan."
g451307b2-bf14-43a8-83d2-ccb97728e0d2,aseg,aseg,a,,,,foreign,asing; tersendiri; terpisah daripada yang lain,,,
g451307b2-bf14-43a8-83d2-ccb97728e0d2,aseg,aseg,a,,,,to separate,mengasingkan,,,
gc8522cc2-b59e-476a-97da-627c6721f267,aseh,aseh,a,,kata keterangan,,there,sana,,,
gc8522cc2-b59e-476a-97da-627c6721f267,aseh,aseh,a,,kata keterangan,,"there; in, at or to that place",situ; di tempat itu,,,
gac381f2c-b7ba-407b-b602-825cf8b43229,asek,asek,a,,kata keterangan,,always,asyik selalu; kerap; sentiasa; acap kali,,,
g1658211a-f520-4e45-823c-d20781565ca7,aska,aska,a,,kata nama,,soldier,askar; tentera; ,Bah Gani kaha-muj aska. Ajehleh iminat sejak ju isenanget.,Bah Gani wants to become a soldier. That's been his passion since childhood.,Bah Gani mahu masuki askar. Itulah minatnya sejak dari kecil.
g9a29fd1b-7057-4526-8e18-32dbf4205d83,askrem,askrem,a,,kata nama,,ice cream,"aiskrim; sejenis makanan yang diperbuat dari campuran gula, susu, pewarna tiruan, perisa dll yang kemudiannya dibekukan pada suhu yang tertentu",,,
g9e08ee10-8533-459c-a652-bab1d2749525,atah,atah,a,,kata keterangan,,up there,atas sana,"""Dek arap adeh ku kemil atah,"" Bah Jali kipasal nu ikenon sambel kiternyol nu para.","""Put these things up there,"" Bah Jali told his son while pointing to the shelf.","""Simpan barang ini di atas sana,"" Bah Jali memberitahu pada anaknya sambil menuding kepada para."
g27a4c17c-9cbf-48cc-b8fd-aed924522d55,atak,atak,a,,kata nama,,grandfather,datuk; atuk; ayah kepada ibu atau bapa,"""Atak eng iumur ya 80 tahut,"" kiurok ya Wak Nina mase ilei ru ikekawat naibecerite pasal peringak liknai memaseg.","""My grandfather is 80 years old,"" Wak Nina said as she and her friends talked about their families.","""Datuk saya sudah berumur 80 tahun,"" Wak Nina berkata semasa dia dan rakan-rakannya bercerita mengenai keluarga masing-masing."
gac8204e1-8a56-479c-aaab-9cd415bc93c8,atao,atao,a,,kata hubung,,or,atau; kata yang digunakan untuk menunjukkan ada pilihan,,,
g2a7a32ef-a709-4cc2-8281-8de60ed0a7a2,ategal,ategal,a,,kata perintah,,command to hurry up,arahan supaya segera,"""Ategal doh,"" Bah Ngah kiurok nu icenok dea kibakli ategal, medei kaha-jog.","""Hurry up,"" Bah Ngah said to his grandson, buying in hurry, because he wanted to go home.","""Cepat ya,"" Bah Ngah berkata supaya cucunya membeli dengan segera, kerana dia mahu pulang."
g6378757d-dd11-45a9-bf3f-3e78e94d4ee3,atei,atei,a,,kata keterangan,,there; over there,sana; situ; bagi menunjukkan tempat yang jauh atau agak jauh,"""Atei kerusi de bor pek keac ya manik,"" Bah Wan kipasal nu Bah Duan sambel kiternyol nu kerusi de nyak ju ubai.","""Over there is a chair which has not been soaked by the rain,"" Bah Wan told Bah Duan, pointing to a chair far away from them","""Sana kerusi yang tidak dibasahi hujan,"" Bah Wan memberitahu kepada Bah Duan sambil menuding pada kerusi yang jauh dari mereka."
ga41a8c27-61fb-4a51-9eca-2c2ef7208c86,atok,atok,a,,kata nama,,a title for a old man,panggilan untuk lelaki yang tua,,,
g555b28f7-8d90-499c-8937-826c30783cd3,aw,aw,a,,kata nama,,roaring sound; long deep sound like that made by a lion or tiger,aum; bunyi harimau atau singa mengaum,"""Aw!"" begei ajehleh  ngrok mergas amen ku serag.","""ROAR!,"" \that is the sound of a tiger we hear if we are in the jungle.","""Aum!,"" begitulah bunyi harimau jika di dalam hutan."
g8048d236-e185-456c-a892-26c971444741,awat,awat,a,,kata nama,,bamboo,buluh; bambu; tumbuhan yang batangnya keras serta beruas dan mempunyai lubang di tengahnya,Ku englag teu ateh jeoi awat.,There are a lot of bamboos across of the river.,Di seberang sungai sana banyak buluh.
g5808705e-b019-480d-9b8a-7eb2561dfa1d,awat betong,awat betong,a,,kata nama,,"a large bamboo species with edible shoots, leaves that are pointy and small, and it grows near water areas such as rivers","buluh betung; buluh yang rebungnya boleh dimakan, daunnya runcing dan kecil, serta tumbuh berdekatan kawasan yang berair seperti sungai",Mai kampug naiguna awat betong naiui ha cengkar deg enai.,The villagers are making a floor for their house using a large variety of bamboo called betung.,Orang kampung menggunakan buluh betong untuk membuat lantai rumah mereka.
g146c894e-65e9-4f62-9f0e-4047368e99b2,awat peh,awat peh,a,,kata nama,,"cylinder bamboo; a type of bamboo that grows in the garden or forest. It is green, large and has a large cavity in which fish, rice, etc. can be cooked","buluh lemang; sejenis buluh yang tumbuh di kebun atau hutan. Ianya boleh ditanam, berwarna hijau, besar dan mempunyai rongga yang besar dan sesuai digunakan untuk memasak lemang, ikan, nasi, dll.",Awat peh adeh selalo biguna ha bercet pulot.,"The kind of bamboo called ""lemang"" is often used to cook sticky rice.",Buluh lemang ini selalunya digunakan untuk memasak lemang.
g4ac6ed22-0d00-412c-ac1b-df6a4f116199,ayak,ayak,a,,,,sieve,ayak; penapis,Wak Lila kiguna ayak kiayak ha tepong medei kaha-beh keg.,Wak Lila is using a sieve to sift the flour to make a cake.,Wak Lila menggunakan ayak bagi mengayak tepung bagi membuat kek.
g4ac6ed22-0d00-412c-ac1b-df6a4f116199,ayak,ayak,a,,,,to sift,mengayak,Bah Bulka ru ikekawat naiayak tik ku pateu nai ha berkep timah.,Bah Bulka and his friend are sifting the sand in the river to obtain flakes of tin.,Bah Bulka dan rakan-rakannya mengayak pasir di sungai untuk mendapatkan timah.
gb17c5aa6-b82f-403b-8a01-6f0a8891bc88,ayan,ayan,a,,kata nama,,"zink utensil; utensils such as cups, plates, bowls, spoons, forks, buckets, etc. made of zinc","ayan; perkakas seperti cawan, pinggan, manguk, sudu, garpu, baldi, dll yang diperbuat dari zink",Bah Rilan kigemar guna pingat ayan medei kiurok minyak susah kaha-laj ju pingat plasteg.,Bah Rilan likes to use zinc plates because he feels that the oil is difficult to remove from the plastic plates.,Bah Rilan gemar menggunakan pinggan zink kerana merasakan minyak susah untuk tanggal dari pinggan plastik.
g84cbb954-58de-404f-8efa-4b92a5073609,ayat,ayat / 1,a,,kata nama,,all,semua,"Sengoi de betulog peberseh kawasan dewan kampug ajeh ayat kerdor taleh, mabek keral langsong pek naihol.","The people who helped to clean the village hall area were all women, none of the men showed up to help.","Orang-orang yang membantu membersihkan kawasan dewan kampung tersebut adalah semuanya perempuan sahaja, para lelaki langsung tidak hadir untuk membantu."
gdc0160cc-ecc6-458f-968e-f61944bf49d9,ayat,ayat / 2,a,,kata nama,,sentence,ayat,,,
g4b0bb1aa-9af2-4f7c-aa35-a5c3c79fff16,ayes,ayes,a,,kata nama,,ice; ice cube,ais; air batu; air yang sudah dibeku atau membeku,,,
gae09a443-0c23-4ecc-9e2a-a4a7b66c53c5,ayot,ayot,a,,kata kerja,,to sway; to rock,"menghayun; membuai; satu pergerakkan yang berulang-alik samada ke depan, belakang, ke kiri atau ke kanan","""Ayot buei menang ajeh dea pek kikos,"" Wak Mina kiurok nu ikenon menaleh.","""Rock your sister's cradle so she doesn't wake up,"" Wak Mina said to her daughter.","""Hayunkan buaian adik kamu itu supaya dia tidak terbangun,"" Wak Mina berkata kepada anak gadisnya."
g41604238-cc3d-4016-8d95-a4ddbb3cc3d4,ba,ba,b,,kata sendi nama,,to; for,pada; kepada,"""Og duet ajeh ba eng, ingak!"" perompak ajeh kiurok nu juruwang ku kedei runcet.","""Surrender the money to me, quickly!"" the robber demanded the casher at the grocery store.","""Serahkan wang itu pada saya, cepat!"" perompak berkata kepada juruwang di kedai runcit."
gdb4f738b-ab0b-4003-887a-4762408035e1,bab,bab,b,,kata nama,,chapter; division of a book,bab; bahagian di dalam sebuah buku yang mempunyai tajuk dan dinombori,"""Arik adeh hibelajar lei bab sepuloh,"" Cikgu Daud kipasal nu ianak muret.","""Today, we will study the lessons up to chapter 10,"" Teacher Daud said to his pupils.","""Hari ini kita belajar sehingga bab sepuluh,"" Cikgu Daud memberitahu kepada para anak muridnya."
g1fd403e7-22f6-4dd4-8f41-64bae0b707eb,babeh,babeh,b,,kata sifat,,"rotten, decayed","reput (cth: kayu, ranting, pokok)",Betes cener kilet ku jehuk babeh de lembap.,Mushrooms grow on wood that is rotting and moist.,Cendawan kulat tumbuh di kayu yang reput dan lembab.
g772de1bd-4ae8-47f5-9ac4-00ef46560a2d,baca,baca,b,,kata kerja,,to read,baca,"""Cuba bacak tenules adeh akuat,"" engrok cekgu Megat nu jik.","""Try to read this writing out loud,"" said Teacher Megat to us.","""Cuba baca tulisan ini dengan suara yang kuat,"" kata Cikgu Megat kepada kami."
g0ab06470-88d2-498c-8c31-61ccab3c1018,bacen,bacen,b,,kata sifat,,small,kecil; tidak besar,"""Baju adeh bacen, tok muat nglog doh,"" Bah Kamil kiurok nu iamek.","""This shirt is small, it will not fit me,"" Bah Kamil said to his mother.","""Baju ini kecil, tidak akan muat untuk saya pakai,"" Bah Kamil berkata kepada ibunya."
g0d3f406f-2ee6-4cd9-9b65-dda37ed0eeb9,bacet,bacet,b,,kata sifat,,small,kecil; tidak besar,"""Berog sanget ajeh bacet bernor, tah kinyik ma?"" Wak Pira kiurok nu iamek mase ubai ku hospitel, ubai sueg ha itenek de pai kiperikyos.","""That child's body is very small, I wonder what kind of illness she has?"" Wak Pira said to her mother when the two of them were at the hospital to visit her sister who had just given birth.","""Badan kanak-kanak tersebut sangat kecil, sakit apa agaknya yang dia alami?"" Wak Pira berkata kepada ibunya semasa mereka berdua berada di hospital bagi melawat kakaknya yang baharu bersalin."
g79d54efc-b389-4bc9-83ac-cfb9faaa7ea4,bacot,bacot,b,,kata sifat,,small,"kecil, tidak besar",Deg wal ku deg Bah Busa ajeh bacot taleh.,The kitchen area at Bah Busa's house is very small.,Ruang dapur di rumah Bah Busa itu sangat kecil.
g82b6e03c-78cf-4475-a785-91d69268d4f9,badak,badak,b,,kata nama,,rhinoceros,badak,,,
g7a1f6eee-cbad-49c4-a5a3-13735f9e5b1a,badeh,badeh,b,,demonstratif,,come here,mari sini,"""Lah badeh amai degil,"" kipe amek.","""Come here -- don't be stubborn,"" said mother.","""Mari ke sini jangan degil,"" kata emak."
g8aa82904-4731-4433-a678-ab31a60e3023,bagan,bagan,b,,kata keterangan,,various,pelbagai; macam-macam; beraneka,"Bagan sengoi de naitiba nu deg Bah Razak mase caknak eh jeh. Mong Gop, Lel ru Cina.","There were people of various ethnic groups that came to Bah Razak's house on the day of the celebration: there were Malays, Indians, and Chinese.","Terdapat pelbagai orang yang datang ke rumah Bah Razak semasa kenduri tempoh hari. Terdapat orang Melayu, orang India dan orang Cina."
gc379f74f-e921-41b1-8759-fb01f22a7fd4,bagei adeh,bagei adeh,b,,kata hubung,,like this,begini; serupa ini,"""Dek penes begei adeh, baru doh pek kikol,"" engrok Wak Jinah nu ikenon.","""This is the way to store a broom, so that it will not fall,"" Wak Jinah said to her son.","""Begini caranya untuk menyimpan penyapu, baharulah nanti ianya tidak akan tumbang,"" Wak Jinah berkata kepada anaknya."
g52f6620b-ff86-4bec-8ac6-ea17eabf0f79,bagei ajeh,bagei ajeh,b,,kata hubung,,like that,begitu,"""Bile ngraknak doh, eng ngha-beh deg eng begei ajeh,"" Wak Nina kipasal nu iamek sambel kiternyol nu deg mai kaya.","""When I grow up, I want to build a house like that house,"" Wak Nina told her mother while pointing to a big house which belonged to a rich person.","""Apabila saya dewasa nanti, saya mahu membuat rumah seperti itu,"" Wak Nina memberitahu kepada ibunya sambil menuding jarinya kepada rumah mewah yang dimiliki oleh orang kaya."
g70345659-68cd-4cbe-9cc2-0cc6c3e5c440,bagei anen,bagei anen,b,,kata hubung,,like that,begitu,"""Eng ngnyek keg begei adeh, eng nghod keg begei anen,"" engrok kenon Bah Sam sambel kiternyol nu keg Doraemon.","""I don't want a cake like this, I want a cake like that,"" Bah Sam's son said as he pointed his finger to the Doraemon cake.","""Saya tidak mahu kek sebegini, saya mahu kek sebegitu,"" anak Bah Sam berkata sambil menudingkan jarinya ke kek Doraemon."
g83046d8a-8dad-4e9b-970a-d255f2732a62,bageiharok,bageiharok,b,,kata tanya,,how,bagaimana,,,
